date,title,trail_text,source,section,url,query,sentiment_text,news_finbert_positive_prob,news_finbert_negative_prob,news_finbert_neutral_prob,news_finbert_score,news_sentiment_label
2021-06-30,"NSW records 22 new cases, Qld three; Alice Springs to enter lockdown – as it happened",Yvette D’Ath says state is running out of Pfizer vaccines,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/jun/30/australia-covid-update-nsw-queensland-delta-variant-lockdown-perth-darwin-sydney-gladys-berejiklian-scott-morrison,"""Commonwealth Bank""","NSW records 22 new cases, Qld three; Alice Springs to enter lockdown – as it happened Yvette D’Ath says state is running out of Pfizer vaccines",0.0124965655,0.94016635,0.047337092,-0.92766976,negative
2021-07-04,NSW reports 16 local Covid cases; three residents positive at Sydney aged care home – as it happened,This blog is closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/jul/04/australia-covid-live-news-update-test-positive-covid-sydney-aged-care-home-coronavirus-summitcare-astrazeneca-lockdown-atagi-vaccines,"""Commonwealth Bank""",NSW reports 16 local Covid cases; three residents positive at Sydney aged care home – as it happened This blog is closed,0.022083445,0.5323856,0.44553104,-0.5103021,negative
2021-07-07,Sydney to remain locked down for another week – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/jul/07/australia-covid-live-update-nsw-sydney-lockdown-gladys-berejiklian-schools-online-learning-coronavirus-vaccine-rollout,"""Commonwealth Bank""",Sydney to remain locked down for another week – as it happened This blog is now closed,0.02334691,0.26787913,0.7087739,-0.24453221,neutral
2021-07-11,NSW records 77 new cases and one death as new mask and travel rules issued – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/jul/11/australia-covid-update-live-dozens-of-exposure-sites-across-sydney-announced-overnight-and-new-mask-rules-issued,"""Commonwealth Bank""",NSW records 77 new cases and one death as new mask and travel rules issued – as it happened This blog is now closed,0.017808953,0.28902566,0.6931654,-0.27121672,neutral
2021-07-16,Scott Morrison says four-step ‘path out’ still on agenda despite Victoria and NSW outbreaks – as it happened,Follow all the latest news,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/jul/16/covid-australia-live-update-melbourne-sydney-lockdown-national-cabinet-daniel-andrews-gladys-berejiklian-coronavirus,"""Commonwealth Bank""",Scott Morrison says four-step ‘path out’ still on agenda despite Victoria and NSW outbreaks – as it happened Follow all the latest news,0.2794397,0.02432773,0.6962327,0.25511196,neutral
2021-07-16,NSW Covid update: premier refuses retail lockdown despite 97 new cases and calls to tighten restrictions,The Australian Medical Association is demanding a ‘Victorian-style’ lockdown in greater Sydney warning ‘there is no end in sight’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/jul/16/nsw-covid-update-premier-refuses-retail-lockdown-despite-97-new-cases-and-calls-to-tighten-restrictions,"""Commonwealth Bank""",NSW Covid update: premier refuses retail lockdown despite 97 new cases and calls to tighten restrictions The Australian Medical Association is demanding a ‘Victorian-style’ lockdown in greater Sydney warning ‘there is no end in sight’,0.039956387,0.8625535,0.09749008,-0.8225971,negative
2021-07-21,Australian economy set to suffer more pain as Covid lockdowns keep shops and construction shut,The retail sector took a hit in June and spending is expected to fall further in the coming months,The Guardian,Business,https://www.theguardian.com/business/2021/jul/21/australian-economy-set-to-suffer-more-pain-as-covid-lockdowns-keep-shops-and-construction-shut,"""Commonwealth Bank""",Australian economy set to suffer more pain as Covid lockdowns keep shops and construction shut The retail sector took a hit in June and spending is expected to fall further in the coming months,0.0099304365,0.97166115,0.018408418,-0.9617307,negative
2021-07-21,FTSE 100 best day in five months; UK debt costs rise; house sales surge – as it happened,Rolling coverage of the latest economic and financial news,The Guardian,Business,https://www.theguardian.com/business/live/2021/jul/21/uk-borrowing-june-economy-reopened-interest-payments-ftse-sterling-stock-markets-business-live,"""Commonwealth Bank""",FTSE 100 best day in five months; UK debt costs rise; house sales surge – as it happened Rolling coverage of the latest economic and financial news,0.79871166,0.14259203,0.058696248,0.65611964,positive
2021-07-29,"Prolonged Sydney lockdown could tip Australia into another recession, economists say ",Recovery after first Covid wave under threat as growth in GDP for the three months to end of September expected to be negative,The Guardian,Business,https://www.theguardian.com/business/2021/jul/29/prolonged-sydney-lockdown-could-tip-australia-into-another-recession-economists-say,"""Commonwealth Bank""","Prolonged Sydney lockdown could tip Australia into another recession, economists say  Recovery after first Covid wave under threat as growth in GDP for the three months to end of September expected to be negative",0.016368918,0.96899635,0.014634762,-0.9526274,negative
2021-07-29,"‘Prices going up’: government should limit privatisations as public loses trust, says watchdog","Privatisations that give ‘unfettered market power’ are costing Australians and the economy, ACCC chair Rod Sims says",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/jul/30/prices-going-up-competition-watchdog-tells-governments-to-limit-asset-sales-as-public-loses-trust,"""Commonwealth Bank""","‘Prices going up’: government should limit privatisations as public loses trust, says watchdog Privatisations that give ‘unfettered market power’ are costing Australians and the economy, ACCC chair Rod Sims says",0.06697774,0.638909,0.29411322,-0.57193124,negative
2021-07-30,"Locked down with Covid cases rising, Sydney wonders how Delta outbreak will end","With restrictions extended for four weeks, cases growing and a sluggish vaccine rollout, the end of the outbreak seems far away",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/jul/30/locked-down-with-covid-cases-rising-sydney-wonders-how-delta-outbreak-will-end,"""Commonwealth Bank""","Locked down with Covid cases rising, Sydney wonders how Delta outbreak will end With restrictions extended for four weeks, cases growing and a sluggish vaccine rollout, the end of the outbreak seems far away",0.034998182,0.6895973,0.2754045,-0.65459913,negative
2021-08-02, Australian buy-now-pay-later company Afterpay to be bought by US giant Square for A$39bn,"Australian shareholders will own about 18.5% of combined business under deal, which the two companies say will create an online payments powerhouse",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/aug/02/australian-buy-now-pay-later-company-afterpay-to-be-bought-by-us-giant-square-for-39bn,"""Commonwealth Bank""","Australian buy-now-pay-later company Afterpay to be bought by US giant Square for A$39bn Australian shareholders will own about 18.5% of combined business under deal, which the two companies say will create an online payments powerhouse",0.16763717,0.007813505,0.8245493,0.15982367,neutral
2021-08-12,ACT confirms three new infections as lockdown starts – as it happened,More restrictions for NSW; Queensland reports 10 new cases; Victoria records 21 new cases. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/aug/12/australia-covid-sydney-melbourne-gladys-berejiklian-chant-andrews-melbourne-victoria-dubbo-walgett-hunter-bourke-queensland-brisbane-morrison-politics-canberra,"""Commonwealth Bank""",ACT confirms three new infections as lockdown starts – as it happened More restrictions for NSW; Queensland reports 10 new cases; Victoria records 21 new cases. This blog is now closed,0.019676894,0.32277784,0.6575453,-0.30310094,neutral
2021-08-31,Thirteen Australian superannuation funds fail performance test,The funds now have to notify members of the underperformance and invite them to use an online super comparison tool,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/aug/31/thirteen-australian-superannuation-funds-fail-performance-test,"""Commonwealth Bank""",Thirteen Australian superannuation funds fail performance test The funds now have to notify members of the underperformance and invite them to use an online super comparison tool,0.029865228,0.35198313,0.61815166,-0.3221179,neutral
2021-08-31,PM announces Pfizer deal and the ACT extends lockdown – as it happened,Singapore agrees to vaccine ‘dose swap’ with Australia. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/aug/31/covid-coronavirus-hospitals-live-nsw-victoria-gladys-berejiklian-scott-morrison,"""Commonwealth Bank""",PM announces Pfizer deal and the ACT extends lockdown – as it happened Singapore agrees to vaccine ‘dose swap’ with Australia. This blog is now closed,0.018763797,0.19587718,0.785359,-0.17711338,neutral
2021-09-01,Australia avoids recession for now but economic growth already slowing before Delta hit,ABS figures show economy grew 0.7% in June quarter but big contraction still expected as lockdowns bite,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/01/australia-avoids-recession-for-now-but-economic-growth-already-slowing-before-delta-hit,"""Commonwealth Bank""",Australia avoids recession for now but economic growth already slowing before Delta hit ABS figures show economy grew 0.7% in June quarter but big contraction still expected as lockdowns bite,0.07480217,0.91236097,0.012836831,-0.8375588,negative
2021-09-02,Forget the technical jargon – Australia’s in a Covid recession right now,"The country mightn’t technically be in recession but most of the figures amid widespread lockdowns are grim, apart from property sales",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/02/forget-the-technical-jargon-australias-in-a-covid-recession-right-now,"""Commonwealth Bank""","Forget the technical jargon – Australia’s in a Covid recession right now The country mightn’t technically be in recession but most of the figures amid widespread lockdowns are grim, apart from property sales",0.009936549,0.94267136,0.0473921,-0.9327348,negative
2021-09-03,Australian banks shut down internal appeal avenue for unhappy customers,Asic changes mean banks will no longer allow their internal ‘customer advocates’ to hear appeals against adverse decisions,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/03/australian-banks-shut-down-internal-appeal-avenue-for-unhappy-customers,"""Commonwealth Bank""",Australian banks shut down internal appeal avenue for unhappy customers Asic changes mean banks will no longer allow their internal ‘customer advocates’ to hear appeals against adverse decisions,0.009000874,0.9304102,0.060588934,-0.9214093,negative
2021-09-09,Australia’s pro-climate companies urged to lobby government more,"Strong lobbying by fossil fuel industries is drowning out the corporate voices that support climate action, analysts say",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/09/australias-pro-climate-companies-urged-to-lobby-government-more,"""Commonwealth Bank""","Australia’s pro-climate companies urged to lobby government more Strong lobbying by fossil fuel industries is drowning out the corporate voices that support climate action, analysts say",0.022994302,0.709578,0.26742777,-0.6865837,negative
2021-09-28,Medical entrepreneurs poised to grab slice of Australia’s Covid home-testing kit market,TGA has received dozens of applications to import and sell different types of rapid antigen tests,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/29/medical-entrepreneurs-poised-to-grab-slice-of-covid-home-testing-kit-market,"""Commonwealth Bank""",Medical entrepreneurs poised to grab slice of Australia’s Covid home-testing kit market TGA has received dozens of applications to import and sell different types of rapid antigen tests,0.6272771,0.009817915,0.36290503,0.6174592,positive
2021-09-29,New Zealand loan holders launch legal action to force Australian-owned banks to refund fees,Amount sought from ANZ and the Commonwealth Bank-owned ASB could be in excess of $100m,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/29/new-zealand-loan-holders-launch-legal-action-to-force-australian-owned-banks-to-refund-fees,"""Commonwealth Bank""",New Zealand loan holders launch legal action to force Australian-owned banks to refund fees Amount sought from ANZ and the Commonwealth Bank-owned ASB could be in excess of $100m,0.01995819,0.9224083,0.0576335,-0.9024501,negative
2021-10-01,From ‘gold standard’ to bombshell relationship: the rise and fall of Gladys Berejiklian,The self-described ‘goody-goody’ became the first woman elected NSW premier before a corruption investigation sank her leadership,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/oct/02/from-gold-standard-to-bombshell-relationship-the-rise-and-fall-of-gladys-berejiklian,"""Commonwealth Bank""",From ‘gold standard’ to bombshell relationship: the rise and fall of Gladys Berejiklian The self-described ‘goody-goody’ became the first woman elected NSW premier before a corruption investigation sank her leadership,0.10655613,0.23835422,0.65508956,-0.13179809,neutral
2021-10-14,TGA approves rapid antigen self tests; severe storms sweep parts of NSW – as it happened,"Treasurer Josh Frydenberg says 90% of jobs lost in September were in Victoria<strong><em> </em></strong>as state records most infectious day with 2,297 cases. This blog is now closed",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/oct/14/australia-covid-new-south-wales-victoria-act-lockdown-coronavirus-andrews-perrottet-morrison-vaccine-sydney-melbourne,"""Commonwealth Bank""","TGA approves rapid antigen self tests; severe storms sweep parts of NSW – as it happened Treasurer Josh Frydenberg says 90% of jobs lost in September were in Victoria<strong><em> </em></strong>as state records most infectious day with 2,297 cases. This blog is now closed",0.010089601,0.9148892,0.07502117,-0.90479964,negative
2021-10-22,‘Lifeblood of those towns’: taskforce to look into wave of bank closures in regional Australia,"More than 100 branches have shut in the past year, prompting concerns about the impacts on entire communities",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/oct/23/lifeblood-of-those-towns-taskforce-to-look-into-wave-of-bank-closures-in-regional-australia,"""Commonwealth Bank""","‘Lifeblood of those towns’: taskforce to look into wave of bank closures in regional Australia More than 100 branches have shut in the past year, prompting concerns about the impacts on entire communities",0.007987019,0.9622295,0.029783491,-0.95424247,negative
2021-10-27,News Corp Australia to introduce Covid vaccine mandate for staff ,Only people who are fully vaccinated or exempt will be allowed to enter media company’s buildings,The Guardian,Media,https://www.theguardian.com/media/2021/oct/28/news-corp-australia-to-introduce-covid-vaccine-mandate-for-staff,"""Commonwealth Bank""",News Corp Australia to introduce Covid vaccine mandate for staff  Only people who are fully vaccinated or exempt will be allowed to enter media company’s buildings,0.03144266,0.047074664,0.92148256,-0.015632004,neutral
2021-11-02,‘Give local musicians a platform’: Australian businesses urged to shake up on-hold playlists,"Qantas, Centrelink, Telstra and Optus targeted by Hold Aussie Music campaign as local musicians say they’ve been left hanging by big end of town",The Guardian,Culture,https://www.theguardian.com/culture/2021/nov/02/give-local-musicians-a-platform-australian-businesses-urged-to-shake-up-on-hold-playlists,"""Commonwealth Bank""","‘Give local musicians a platform’: Australian businesses urged to shake up on-hold playlists Qantas, Centrelink, Telstra and Optus targeted by Hold Aussie Music campaign as local musicians say they’ve been left hanging by big end of town",0.016704328,0.8430391,0.14025657,-0.8263348,negative
2021-11-03,Commonwealth Bank to offer cryptocurrency trading in first for Australia’s big four,CBA to let customers buy and sell assets like bitcoin and Ethereum through app in move that experts say will bring more legitimacy to crypto,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/03/commonwealth-bank-to-offer-cryptocurrency-trading-in-first-for-australias-big-four,"""Commonwealth Bank""",Commonwealth Bank to offer cryptocurrency trading in first for Australia’s big four CBA to let customers buy and sell assets like bitcoin and Ethereum through app in move that experts say will bring more legitimacy to crypto,0.7218216,0.0082763005,0.26990205,0.7135453,positive
2021-11-03,Religious groups warn Australia government to retain clause allowing discrimination in proposed bill,Draft legislation is causing deep divisions in Liberal party with MPs preparing to cross floor,The Guardian,World news,https://www.theguardian.com/world/2021/nov/04/religious-groups-warn-government-to-retain-clause-allowing-discrimination-in-proposed-bill,"""Commonwealth Bank""",Religious groups warn Australia government to retain clause allowing discrimination in proposed bill Draft legislation is causing deep divisions in Liberal party with MPs preparing to cross floor,0.0108313905,0.9479654,0.041203305,-0.93713397,negative
2021-11-05,Australian banks lift fixed interest home loan rates despite RBA keeping official rate at record low,Reserve bank expects to raise the cash rate in 2024 but says it could start to creep up earlier if inflation and wages growth pick up,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/05/australian-banks-lift-fixed-interest-home-loan-rates-despite-rba-keeping-official-rate-at-record-low,"""Commonwealth Bank""",Australian banks lift fixed interest home loan rates despite RBA keeping official rate at record low Reserve bank expects to raise the cash rate in 2024 but says it could start to creep up earlier if inflation and wages growth pick up,0.71221066,0.24846847,0.039320882,0.4637422,positive
2021-11-06,Australian banks are opening up to cryptocurrency: what does it mean for you?,"The currencies are notorious for wild price fluctuations, damage to the environment and use by ransomware gangs",The Guardian,News,https://www.theguardian.com/news/2021/nov/07/australian-banks-are-opening-up-to-cryptocurrency-what-does-it-mean-for-you,"""Commonwealth Bank""","Australian banks are opening up to cryptocurrency: what does it mean for you? The currencies are notorious for wild price fluctuations, damage to the environment and use by ransomware gangs",0.028571188,0.3334721,0.6379566,-0.3049009,neutral
2021-11-08,Don’t fall for rate-raising banks pretending they are doing it tough,"Banks may have some justification for increasing their fixed mortgage rates, but there is none at all for lifting variable rates before the Reserve Bank does",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2021/nov/09/dont-fall-for-rate-raising-banks-pretending-they-are-doing-it-tough,"""Commonwealth Bank""","Don’t fall for rate-raising banks pretending they are doing it tough Banks may have some justification for increasing their fixed mortgage rates, but there is none at all for lifting variable rates before the Reserve Bank does",0.08715204,0.030917224,0.88193077,0.056234818,neutral
2021-11-17,Daniel Andrews ‘won’t be deterred’ by Victoria protests; NT records eight new Covid cases; flood warnings for NSW – as it happened,All the day’s news as it happened,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/nov/17/australia-news-live-nt-covid-corona-katherine-victoria-nsw-pandemic-legislation-protesters-flooding-forbes,"""Commonwealth Bank""",Daniel Andrews ‘won’t be deterred’ by Victoria protests; NT records eight new Covid cases; flood warnings for NSW – as it happened All the day’s news as it happened,0.09259708,0.58084,0.32656294,-0.48824292,negative
2021-11-22,"‘Twilight’ for Australia’s housing boom as prices to fall 10% in 2023, CBA says",Commonwealth Bank expects a peak in 2022 and then a drop the following year as borrowing costs rise,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/22/twilight-for-australias-housing-boom-as-prices-to-fall-10-in-2023-cba-says,"""Commonwealth Bank""","‘Twilight’ for Australia’s housing boom as prices to fall 10% in 2023, CBA says Commonwealth Bank expects a peak in 2022 and then a drop the following year as borrowing costs rise",0.01575818,0.9640991,0.020142768,-0.94834095,negative
2021-11-22,Cryptocurrency ‘no passing fad’: minister warns against Australia being left behind,"Financial services minister Jane Hume has compared doubters to those who thought the iPhone would never take off, just days after an RBA caution over a crash",The Guardian,Technology,https://www.theguardian.com/technology/2021/nov/22/cryptocurrency-no-passing-fad-minister-warns-against-australia-being-left-behind,"""Commonwealth Bank""","Cryptocurrency ‘no passing fad’: minister warns against Australia being left behind Financial services minister Jane Hume has compared doubters to those who thought the iPhone would never take off, just days after an RBA caution over a crash",0.18969427,0.67839766,0.1319081,-0.48870337,negative
2021-11-25,Shares in Australian-listed buy-now-pay-later companies plummet by up to 96%,"Zip’s announcement of $653m loss in August ‘shocked many’, as sector lost $1bn overall in 2021",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/25/shares-in-australian-listed-buy-now-pay-later-companies-plummet-by-up-to-96,"""Commonwealth Bank""","Shares in Australian-listed buy-now-pay-later companies plummet by up to 96% Zip’s announcement of $653m loss in August ‘shocked many’, as sector lost $1bn overall in 2021",0.017151548,0.9702167,0.012631715,-0.95306516,negative
2021-11-25,PM targeted on integrity bill in question time – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/nov/25/australia-politics-live-update-scott-morrison-religious-discrimination-legislation-vaccine-mandate-gay-students-teachers-covid-coronavirus-anthony-albanese-labor,"""Commonwealth Bank""",PM targeted on integrity bill in question time – as it happened This blog is now closed,0.05058198,0.10930559,0.8401125,-0.05872361,neutral
2021-11-26,"Dutton ‘a dangerous personality’, Keating says as China responds to speech – as it happened",This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/nov/26/australia-news-live-update-flood-warnings-as-more-heavy-rain-hits-nsw-australian-police-and-defence-personnel-fly-to-solomon-islands-religious-freedom-gay-students-teachers-scott-morrison-covid-south-africa-variant,"""Commonwealth Bank""","Dutton ‘a dangerous personality’, Keating says as China responds to speech – as it happened This blog is now closed",0.02917514,0.17526671,0.7955581,-0.14609158,neutral
2021-12-03,"‘Risky levels’: Australia is the drunkest country in the world, survey finds","While French drank most times a week, Australians surveyed got drunk an average of 27 times a year, almost double the global average",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/dec/03/risky-levels-australia-is-the-drunkest-country-in-the-world-new-survey-finds,"""Commonwealth Bank""","‘Risky levels’: Australia is the drunkest country in the world, survey finds While French drank most times a week, Australians surveyed got drunk an average of 27 times a year, almost double the global average",0.21603958,0.33193484,0.45202556,-0.11589526,neutral
2021-12-08,‘An enormous opportunity’: Coalition to consult on a central bank digital currency,Treasurer Josh Frydenberg is promising a ‘comprehensive payments and crypto-asset reform plan’ that could result in better regulation,The Guardian,Technology,https://www.theguardian.com/technology/2021/dec/08/an-enormous-opportunity-coalition-to-consult-on-a-central-bank-digital-currency,"""Commonwealth Bank""",‘An enormous opportunity’: Coalition to consult on a central bank digital currency Treasurer Josh Frydenberg is promising a ‘comprehensive payments and crypto-asset reform plan’ that could result in better regulation,0.832035,0.0093138395,0.15865119,0.8227212,positive
2021-12-09,Queensland hospitals ‘stretched to breaking point’ – as it happened,A trivia night at a Sydney pub is the source of a new Covid cluster after 44 people were diagnosed with the virus. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/dec/09/australia-news-live-update-increase-in-nsw-covid-cases-linked-to-more-parties-omicron-could-become-dominant-strain-pfizer-children-scott-morrison-gladys-berejiklian-moderna-vaccine,"""Commonwealth Bank""",Queensland hospitals ‘stretched to breaking point’ – as it happened A trivia night at a Sydney pub is the source of a new Covid cluster after 44 people were diagnosed with the virus. This blog is now closed,0.031545382,0.29599416,0.67246044,-0.2644488,neutral
2021-12-11,The search is on for $50m in lost cryptocurrency after two Australian exchanges collapse,Implosion of online trading hubs highlights pitfalls of what one legal expert describes as ‘tulipmania’ investments,The Guardian,Technology,https://www.theguardian.com/technology/2021/dec/12/the-search-is-on-for-50m-in-lost-cryptocurrency-after-two-australian-exchanges-collapse,"""Commonwealth Bank""",The search is on for $50m in lost cryptocurrency after two Australian exchanges collapse Implosion of online trading hubs highlights pitfalls of what one legal expert describes as ‘tulipmania’ investments,0.01126342,0.9458398,0.042896714,-0.9345764,negative
2021-12-15,Aboriginal people stung by funeral scheme the watchdog ruled ‘deceptive’ may not get a cent back,Advocates are appealing for government help as Aboriginal Community Benefit Fund No. 2 goes into administration,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/dec/16/aboriginal-people-stung-by-funeral-scheme-the-watchdog-ruled-deceptive-may-not-get-a-cent-back,"""Commonwealth Bank""",Aboriginal people stung by funeral scheme the watchdog ruled ‘deceptive’ may not get a cent back Advocates are appealing for government help as Aboriginal Community Benefit Fund No. 2 goes into administration,0.019530058,0.9229351,0.05753485,-0.9034051,negative
2021-12-24,Airport chaos as Christmas flights cancelled over Covid surge – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/dec/24/australia-covid-news-live-mask-mandate-restrictions-sydney-melbourne-morrison-politics-corona-omicron-queensland-hospital-perth-antigen-booster-christmas,"""Commonwealth Bank""",Airport chaos as Christmas flights cancelled over Covid surge – as it happened This blog is now closed,0.02843665,0.7334039,0.23815942,-0.70496726,negative
2022-01-12,Job vacancies surge in Australia as Covid labour shortages choke supply chains,"Openings spiked in late 2021 as lockdowns ended, data shows, and experts say staffing issues now ‘way worse’ than in Delta wave",The Guardian,Business,https://www.theguardian.com/business/2022/jan/12/job-vacancies-surge-in-australia-as-covid-labour-shortages-choke-supply-chains,"""Commonwealth Bank""","Job vacancies surge in Australia as Covid labour shortages choke supply chains Openings spiked in late 2021 as lockdowns ended, data shows, and experts say staffing issues now ‘way worse’ than in Delta wave",0.04538984,0.9437337,0.010876486,-0.89834386,negative
2022-01-14,Dirty cash and crypto: how the booming cryptocurrency market is open to exploitation,"As the legitimate use of digital currencies grows, there has been a comparable rise in abuse, cybercrime experts say",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/jan/15/dirty-cash-and-crypto-how-the-booming-cryptocurrency-market-is-open-to-exploitation,"""Commonwealth Bank""","Dirty cash and crypto: how the booming cryptocurrency market is open to exploitation As the legitimate use of digital currencies grows, there has been a comparable rise in abuse, cybercrime experts say",0.6940324,0.10902203,0.19694564,0.58501035,positive
2022-01-18,Australia records 77 deaths on deadliest day of pandemic; national medical stockpile activated – as it happened,Follow all the day’s news,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/jan/18/australia-news-live-update-novak-djokovic-arrives-back-in-serbia-covid-tsunami-rapid-antigen-tests-scott-morrison-booster-cases-perrottet-andrews-australia-and-nz-flights-to-tonga-report-significant-damage,"""Commonwealth Bank""",Australia records 77 deaths on deadliest day of pandemic; national medical stockpile activated – as it happened Follow all the day’s news,0.042868514,0.056900006,0.9002315,-0.014031492,neutral
2022-01-25,Record fuel prices and cost of new homes push inflation to fastest pace since mid-2014,"Australia’s underlying rate of inflation increased to 2.6% annually, which was higher than market expectations",The Guardian,Business,https://www.theguardian.com/business/2022/jan/25/record-fuel-prices-and-cost-of-new-homes-pushes-inflation-to-fastest-pace-since-mid-2014,"""Commonwealth Bank""","Record fuel prices and cost of new homes push inflation to fastest pace since mid-2014 Australia’s underlying rate of inflation increased to 2.6% annually, which was higher than market expectations",0.94751316,0.03181247,0.020674348,0.9157007,positive
2022-01-25,Nation records 76 Covid deaths as Albanese reveals Labor election priorities – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/jan/25/australia-news-live-update-covid-coronavirus-omicron-politics-labor-coalition,"""Commonwealth Bank""",Nation records 76 Covid deaths as Albanese reveals Labor election priorities – as it happened This blog is now closed,0.024284521,0.08081609,0.8948994,-0.05653157,neutral
2022-02-02,Nation records 69 Covid deaths as hospital numbers fall – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/feb/02/australia-news-live-coronavirus-omicron-nsw-victoria-queensland-scott-morrison-weather,"""Commonwealth Bank""",Nation records 69 Covid deaths as hospital numbers fall – as it happened This blog is now closed,0.008883949,0.9594081,0.03170796,-0.95052415,negative
2022-02-10,‘Just-in-time to just-in-case’: EU’s $49bn chip plan shows tectonic shift in global economy,Ursula von der Leyen says chips are ‘bedrock of our modern economies’ but the pandemic has exposed supply vulnerabilities,The Guardian,Business,https://www.theguardian.com/technology/2022/feb/09/eu-hopes-43bn-plan-will-fix-chip-shortages-as-supply-chain-crisis-bites,"""Commonwealth Bank""",‘Just-in-time to just-in-case’: EU’s $49bn chip plan shows tectonic shift in global economy Ursula von der Leyen says chips are ‘bedrock of our modern economies’ but the pandemic has exposed supply vulnerabilities,0.19953552,0.21500799,0.5854565,-0.015472472,neutral
2022-02-12,Australia’s supply chain issues likely to continue despite drop in Covid cases,Uncertain delivery times and shortage of freight space force Australian importers into alternative financing arrangements,The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/feb/13/australias-supply-chain-issues-likely-to-continue-despite-drop-in-covid-cases,"""Commonwealth Bank""",Australia’s supply chain issues likely to continue despite drop in Covid cases Uncertain delivery times and shortage of freight space force Australian importers into alternative financing arrangements,0.41903627,0.55371547,0.02724825,-0.1346792,negative
2022-02-22,Australian petrol price hikes and market jitters set to continue as Ukraine crisis worsens,Stock markets drop as Russian troops cross border but economists don’t believe domestic economy will be derailed,The Guardian,Business,https://www.theguardian.com/business/2022/feb/22/australian-petrol-price-hikes-and-market-jitters-set-to-continue-as-ukraine-crisis-worsens,"""Commonwealth Bank""",Australian petrol price hikes and market jitters set to continue as Ukraine crisis worsens Stock markets drop as Russian troops cross border but economists don’t believe domestic economy will be derailed,0.029535811,0.94818854,0.022275662,-0.9186527,negative
2022-03-02,"Median home price could fall below $1m in Sydney and about $700,000 in Melbourne next year","Nationally there could be an 8% drop in prices, modelling by RateCity using Commonwealth Bank housing forecasts suggests",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/mar/02/median-home-price-could-fall-below-1m-in-sydney-and-about-700000-in-melbourne-next-year,"""Commonwealth Bank""","Median home price could fall below $1m in Sydney and about $700,000 in Melbourne next year Nationally there could be an 8% drop in prices, modelling by RateCity using Commonwealth Bank housing forecasts suggests",0.010719843,0.9669945,0.022285605,-0.9562747,negative
2022-03-03,Sydney spared worst of rain but Newcastle still under threat – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/mar/03/australia-news-live-updates-flood-nsw-queensland-weather-rain-sydney-scott-morrison-covid-coronavirus-omicron,"""Commonwealth Bank""",Sydney spared worst of rain but Newcastle still under threat – as it happened This blog is now closed,0.07806585,0.64311093,0.27882314,-0.56504506,negative
